id,name,parent,created_at,updated_at
116,セレナール散10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
117,セロクエル100mg錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
118,ゾピバン錠7.5 7.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
119,レボメプロマジン「アメル」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
120,ソメリン細粒 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
121,ソラナックス0.4mg錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
122,ソレントミン錠 0.25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
123,チスボン錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
124,トフィソパム細粒10%「ツルハラ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
125,テシプール錠 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
126,デジレル錠25 25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
127,デゾラム錠0.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
128,テトラミド錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
129,デパス細粒1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
130,デプロメール錠25 25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
131,エチゾラム錠0.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
132,ドグマチール錠100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
133,トッカータ錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
134,ドパリール錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
135,トフィソパム錠 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
136,トフィルシン錠50 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
137,ドラール錠15 15mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
138,トリアゾラム錠0.125mg「EMEC」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
139,トリオミン2mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
140,トリクロリールシロップ 10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
141,トリラホン散1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
142,トルバナシン錠50 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
143,トレドミン錠15 15mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
144,トロペロン細粒1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
145,クロチアゼパム錠5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
146,ニトラゼパム錠5mg「トーワ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
147,ニューレプチル液 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
148,ニラタック錠5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
149,トリアゾラム錠「0.25」 0.25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
150,ブロチゾラム錠 0.25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
151,ネブスン散 10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
152,ネルボン散1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
153,マプロチリン錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
154,ニトラゼパム錠5 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
155,ノクスタール錠0.25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
156,ジアゼパム散 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
157,バイダキシン錠 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
158,パキシル錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
159,ヒドロキシジンパモ酸塩錠 25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
160,バチール錠100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
161,パドラセン錠25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
162,パムネース細粒 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
163,バランス散10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
164,ハルシオン0.125mg錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
165,バルネチール細粒 50%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
166,バルビタール,1,2023-04-17 11:08:50,2023-04-17 11:08:50
167,ハルラック錠0.125mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
168,トリアゾラム錠0.125mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
169,ハロペリドール細粒 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
170,ハロステン細粒 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
171,ハロミドール-0.75 0.75mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
172,ピーゼットシー散1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
173,ビソプール錠 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
174,ヒルナミン細粒10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
175,フェノバールエリキシル0.4%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
176,ブロムペリドール錠 3mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
177,プリンドリル細粒 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
178,フルニトラゼパム錠1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
179,フルニトラゼパム錠1mg「アメル」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
180,フルメジン散0.2%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
181,プロクラジン錠25 25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
182,プロチアデン錠25 25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
183,ブロバリン,1,2023-04-17 11:08:50,2023-04-17 11:08:50
184,プロピタン散10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
185,ブロムペリドール錠1mg「EMEC」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
186,ブロムワレリル尿素,1,2023-04-17 11:08:50,2023-04-17 11:08:50
187,ブロメトン錠0.25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
188,ベタナミン錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
189,スルピリドT100 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
190,ペルサール10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
191,ペルフェナジン錠 2mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
192,ベンザリン細粒 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
193,ホーリット散 10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
194,ホリゾン散1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
195,マイスリー錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
196,マイロニン錠 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
197,マプロミール錠 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
198,マレイン酸プロクロルペラジン錠 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
199,マレイン酸ペルフェナジン錠 2mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
200,ミンザイン錠0.25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
201,メイラックス細粒 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
202,ゾテピン細粒10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
203,メダゼパム錠2(ツルハラ) 2mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
204,ロフラゼプ酸エチル錠1 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
205,アルプラゾラム錠0.4 0.4mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
206,ゾピクロン錠10mg「TCK」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
207,メルカイック錠3mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
208,メレックス細粒 0.1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
209,メンドン7.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
210,メンビット錠0.4 0.4mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
211,モーズン錠0.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
212,モディオダール錠100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
213,ラボナ錠 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
214,リーゼ錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
215,リーマス錠100 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
216,リサチーフ散 10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
217,リスパダール細粒1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
218,リスミー錠1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
219,リチオマール錠100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
220,リリーゼン散 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
221,リリバー散1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
222,リリフター錠5 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
223,リルミン錠5 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
224,リントン細粒1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
225,ルーラン錠4 4mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
226,ルジオミール錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
227,ブロムペリドール細粒1%「アメル」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
228,ルバトレン散 10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
229,ルボックス錠25 25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
230,レキソタン細粒 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
231,レスタス錠 2mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
232,レスミット錠2 2mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
233,レスリン錠25 25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
234,ブロチゾラム錠0.25mg「オーハラ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
235,レボトミン散10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
236,レボホルテ錠 25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
237,ハロペリドール細粒1%「アメル」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
238,ブロチゾラム錠0.25mg「サワイ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
239,レンドルミンD錠0.25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
240,ロコスゲン錠 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
241,ロシゾピロン細粒10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
242,ロドピン細粒10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
243,ロヒプノール錠1 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
244,ロミニアン錠5 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
245,ロラメット錠1.0 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
246,ブロチゾラム錠0.25mg「アメル」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
247,ロンラックス錠1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
248,ワイパックス錠0.5 0.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
249,塩酸アミトリプチリン錠 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
250,塩酸イミプラミン錠 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
251,塩酸リルマザホン錠1「MEEK」 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
252,臭化ナトリウム,1,2023-04-17 11:08:50,2023-04-17 11:08:50
253,炭酸リチウム錠100「ヨシトミ」 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
254,抱水クロラール,1,2023-04-17 11:08:50,2023-04-17 11:08:50
255,アレビアチン,1,2023-04-17 11:08:50,2023-04-17 11:08:50
256,エスダブル錠200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
257,エピレオプチマル散 50%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
258,エピレナートシロップ5%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
259,オスポロット錠200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
260,ガバペン錠200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
261,カルバマゼピン細粒50%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
262,クランポール錠 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
263,バルプロ酸Na錠200mg「TCK」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
264,ザロンチンシロップ 5%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
265,バルプロ酸ナトリウム錠200mg「アメル」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
266,セレニカR錠200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
267,バルプロ酸ナトリウムシロップ5%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
268,テグレトール細粒50%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
269,デパケンR錠100 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
270,テレスミン細粒50%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
271,トリメタジオン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
272,バルデケンR錠200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
273,バルプロ酸ナトリウム徐放U顆粒40%「アメル」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
274,バルプロ酸ナトリウムSR錠200mg「アメル」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
275,バレリン錠100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
276,ヒダントールD,1,2023-04-17 11:08:50,2023-04-17 11:08:50
277,ヒダントールE,1,2023-04-17 11:08:50,2023-04-17 11:08:50
278,ヒダントールF,1,2023-04-17 11:08:50,2023-04-17 11:08:50
279,プリミドン細粒99.5%「日医工」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
280,マイスタン細粒1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
281,ランドセン細粒0.1 0.1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
282,クロルフェネシンカルバミン酸エステル錠(125mg、250mg),1,2023-04-17 11:08:50,2023-04-17 11:08:50
283,クロルフェネシンカルバミン酸エステル錠250mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
284,クロルフェネシンカルバミン酸エステル錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
285,スパントール錠 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
286,スラックシン錠 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
287,ダントリウムカプセル25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
288,ピリオナリン錠 250mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
289,ファントレーン錠 250mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
290,フェネット錠250 250mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
291,ブレインジャー錠 250mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
292,リンラキサー錠125mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
293,ロキシーン錠 4mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
294,ロバキシン 90%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
295,ヒロポン錠 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
296,メペンゾラート臭化物錠7.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
297,アボビスカプセル25 25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
298,ウブテック錠 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
299,ウブレチド錠 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
300,エスパレキサン錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
301,エフトロン錠 7.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
302,オキサペラン 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
303,スパスメックス錠 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
304,チアシータカプセル10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
305,チアトンカプセル10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
306,チアトン顆粒2%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
307,チアパストンカプセル10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
308,チキジウム臭化物顆粒2%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
309,チノラートカプセル10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
310,チワンカプセル10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
311,ジスチグミン臭化物錠5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
312,トランコロンP錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
313,ブレイフルカプセル10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
314,プロ・バンサイン 15mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
315,マイテラーゼ 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
316,メスチノン錠 60mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
317,臭化ジスチグミン錠 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
318,「純生」ロートエキス散,1,2023-04-17 11:08:50,2023-04-17 11:08:50
319,10%塩パパ散「ヨシダ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
320,ブチルスコポラミン臭化物錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
321,アフロクアロン錠20mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
322,アキトナール顆粒10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
323,アストネリン錠1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
